brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Selfie camera | Features,Display | Protection,Main Camera | Triple,Display | ,Main Camera | Quad,Selfie camera | Dual
vivo,https://www.gsmarena.com/vivo_iqoo_z9_turbo+-13359.php,vivo iQOO Z9 Turbo+,163.7 x 75.9 x 8 mm (6.44 x 2.99 x 0.31 in),196 g (6.91 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 1B colors, 144Hz, HDR, 4500 nits (peak)","6.78 inches, 111.0 cm 2 (~89.3% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, OriginOS 4",Mediatek Dimensity 9300+ (4 nm),Octa-core (1x3.4 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,Unspecified,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",UFS 4.0,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2, (ultrawide)","LED flash, panorama, HDR","4K@30/60fps, 1080p, gyro-EIS, OIS","16 MP, f/2.5, (wide), 1/3.0"", 1.0µm","1080p@30fps, gyro-EIS",Si/C Li-Ion 6400 mAh,80W wired 7.5W reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_t3_ultra-13321.php,vivo T3 Ultra,164.2 x 74.9 x 7.6 mm (6.46 x 2.95 x 0.30 in),192 g (6.77 oz),"Glass front, glass back",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"AMOLED, 1B colors, HDR10+, 120Hz, 4500 nits (peak)","6.78 inches, 111.0 cm 2 (~90.2% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, Funtouch 14",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm","Ring-LED flash, panorama, HDR","4K@30/60fps, 1080p@30fps, gyro-EIS, OIS","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF","4K@30/60fps, 1080p@30fps",Li-Ion 5500 mAh,"80W wired, PD, 100% in 56 min Reverse wired",,HDR,Schott Xensation Alpha,,,,
vivo,https://www.gsmarena.com/vivo_y300_pro-13306.php,vivo Y300 Pro,163.4 x 76.4 x 7.7 mm (6.43 x 3.01 x 0.30 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 1B colors, 120Hz, 5000 nits (peak)","6.77 inches, 110.9 cm 2 (~88.8% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 14, OriginOS 4",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.0, (wide)",1080p@30fps,6500 mAh,80W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y37_pro-13308.php,vivo Y37 Pro,165.7 x 76 x 8 mm (6.52 x 2.99 x 0.31 in),199 g (7.02 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Notification LED round light on the back,"IPS LCD, 120Hz, 1000 nits (HBM)","6.68 inches, 107.4 cm 2 (~85.3% screen-to-body ratio)","720 x 1608 pixels, 20:9 ratio (~264 ppi density)","Android 14, OriginOS 4",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Adreno 613,No,256GB 8GB RAM,UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,6000 mAh,"44W wired, 50% in 36 min Reverse wired",,,,,,,
vivo,https://www.gsmarena.com/vivo_y37-13309.php,vivo Y37,163.6 x 75.6 x 8.4 mm (6.44 x 2.98 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 840 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Funtouch OS 14 (International), OriginOS 4 (China)",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",eMMC 5.1,,"LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm",1080p@30fps,Li-Ion 5000 mAh,15W wired Reverse wired,"13 MP, f/2.2, 25mm (wide), 1.12µm, AF Auxiliary lens (flicker sensor)",,,,,,
vivo,https://www.gsmarena.com/vivo_t3_pro-13285.php,vivo T3 Pro,163.7 x 75 x 7.5 or 8.0 mm,184 g or 190 g (6.49 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, 4500 nits (peak)","6.77 inches, 110.9 cm 2 (~90.3% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 14, up to 2 major Android upgrades, Funtouch 14",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 120˚ (ultrawide)","LED flash, panorama, HDR","4K@30/60fps, 1080p, gyro-EIS, OIS","16 MP, f/2.5, (wide), 1/3.0"", 1.0µm",1080p@30fps,Li-Ion 5500 mAh,"80W wired, 50% in 21 min 7.5W reverse wired",,,Schott Xensation,,,,
vivo,https://www.gsmarena.com/vivo_y18i-13280.php,vivo Y18i,163.6 x 75.6 x 8.4 mm (6.44 x 2.98 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 528 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Funtouch 14",Unisoc T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),64GB 4GB RAM,eMMC 5.1,,"LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",Yes,Li-Ion 5000 mAh,15W wired,"13 MP, f/2.2, (wide), PDAF Auxiliary lens",,,,,,
vivo,https://www.gsmarena.com/vivo_y03t-13277.php,vivo Y03t,163.6 x 75.6 x 8.4 mm (6.44 x 2.98 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes),"IPS LCD, 90Hz, 528 nits (HBM)","6.56 inches, 103.4 cm 2 (~83.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 14, Funtouch 14",Unisoc T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,,"LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",Yes,Li-Ion 5000 mAh,15W wired,"13 MP, f/2.2, (wide), PDAF Auxiliary lens",,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z9s_pro-13272.php,vivo iQOO Z9s Pro,163.7 x 75 x 7.5 or 8.0 mm,185 g or 190 g (6.53 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, HDR10+, 4500 nits (peak)","6.77 inches, 110.9 cm 2 (~90.3% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 14, up to 2 major Android upgrades, Funtouch 14",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 120˚ (ultrawide)","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS","16 MP, f/2.5, (wide), 1/3.0"", 1.0µm",1080p@30fps,Li-Ion 5500 mAh,"80W wired, 50% in 21 min 7.5W reverse wired",,,Schott Xensation,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_z9s-13273.php,vivo iQOO Z9s,163.7 x 75 x 7.5 mm (6.44 x 2.95 x 0.30 in),180 g or 182 g (6.35 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, HDR10+, 1800 nits (peak)","6.77 inches, 110.9 cm 2 (~90.3% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 14, up to 2 major Android upgrades, Funtouch 14",Mediatek Dimensity 7300 (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS Auxiliary lens","LED flash, panorama, HDR","4K@30/60fps, 1080p, gyro-EIS, OIS","16 MP, f/2.5, (wide), 1/3.0"", 1.0µm",1080p@30fps,Li-Ion 5500 mAh,44W wired 7.5W reverse wired,,,Schott Xensation,,,,
vivo,https://www.gsmarena.com/vivo_v40_pro-13239.php,vivo V40 Pro,164.4 x 75.1 x 7.6 mm (6.47 x 2.96 x 0.30 in),192 g (6.77 oz),"Glass front, glass back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, HDR10+, 120Hz, 2160Hz PWM, 4500 nits (peak)","6.78 inches, 111.0 cm 2 (~89.9% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Android 14, Funtouch 14",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Zeiss optics, Ring-LED flash, panorama, HDR","4K@30/60fps, 1080p@30fps, gyro-EIS, OIS","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF","4K@30fps, 1080p@30fps",Si/C Li-Ion 5500 mAh,"80W wired, PD Reverse wired",,HDR,Schott Xensation Alpha,"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/1.9, 50mm (telephoto), 1/2.51"", 0.64µm, PDAF, OIS, 2x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_v40_lite-13207.php,vivo V40 Lite,164.4 x 74.8 x 7.7 mm (6.47 x 2.94 x 0.30 in),179 g or 188 g (6.31 oz),"Glass front, plastic frame, glass back or plastic back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"AMOLED, 1B colors, 120Hz, 1300 nits (peak)","6.78 inches, 111.0 cm 2 (~90.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 14, Funtouch 14",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,,"Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30fps","32 MP, f/2.0, 24mm (wide)",1080p@30fps,Li-Ion 5500 mAh,"44W wired, PD Reverse wired",,,,"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,
