brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Triple,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Features,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Main Camera | Single,Display | ,Memory | ,Selfie camera | Dual,Main Camera | Quad
honor,https://www.gsmarena.com/honor_magicpad_2_12_3-13205.php,Honor MagicPad 2 12.3,274.5 x 180.5 x 5.8 mm (10.81 x 7.11 x 0.23 in),555 g (1.22 lb),,No,Stylus support,"OLED, 1B colors, 144Hz, HDR10, 1600 nits (peak)","12.3 inches, 443.2 cm 2 (~89.4% screen-to-body ratio)",1920 x 3000 pixels (~290 ppi density),,"Android 14, upgradable to Android 15, MagicOS 9",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,"LED flash, HDR","4K@30fps, 1080p@30fps","9 MP, f/2.2",,1080p@30fps,Li-Po 10050 mAh,66W wired 5W reverse wired,,"13 MP, f/2.0, AF",,,,
honor,https://www.gsmarena.com/honor_pad_9_pro-13204.php,honor_pad_9_pro-13204.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,https://www.gsmarena.com/honor_magic_vs3-13203.php,Honor Magic Vs3,Unfolded: 156.8 x 145.2 x 4.65 mm or 4.8 mm Folded: 156.8 x 74.0 x 9.8 mm or 10.1 mm,229 g or 231 g (8.08 oz),,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,Stylus support,"Foldable LTPO AMOLED, 1B colors, Dolby Vision, 120Hz","7.92 inches, 201.6 cm 2 (~88.6% screen-to-body ratio)",2156 x 2344 pixels (~402 ppi density),King Kong Rhinoceros,"Android 14, MagicOS 8.0.1",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), 1/1.56"", PDAF, OIS 8 MP, f/3.4, (periscope telephoto), PDAF, OIS, 5x optical zoom 40 MP, f/2.2, 112˚, (ultrawide), AF","Laser AF, LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, OIS","16 MP, f/2.2, 90˚, (wide) Cover camera: 16 MP, f/2.2, 90˚, (wide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 5000 mAh,66W wired 50W wireless 5W reverse wired,,,"Cover display: LTPO OLED, 1B colors, Dolby Vision, 120Hz, 2500 nits (peak) 6.43 inches, 1060 x 2376 pixels, 402 ppi, nanocrystal glass 2.0",,,
honor,https://www.gsmarena.com/honor_magic_v3-13202.php,Honor Magic V3,Unfolded: 156.6 x 145.3 x 4.35 mm or 4.4 mm Folded: 156.6 x 74.0 x 9.2 mm or 9.3 mm,226 g or 230 g (7.97 oz),"Glass front, glass-fiber reinforced plastic back, aluminum frame",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IPX8 water resistant (up to 2.5m for 30 min) Stylus support,"Foldable LTPO AMOLED, 1B colors, HDR10+, Dolby Vision, 120Hz, 1800 nits (peak)","7.92 inches, 201.6 cm 2 (~88.6% screen-to-body ratio)",2156 x 2344 pixels (~402 ppi density),King Kong Rhinoceros,"Android 14, upgradable to Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.6, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/3.0, 90mm (periscope telephoto), 1/2.51"", 0.7µm, PDAF, OIS, 3.5x optical zoom 40 MP, f/2.2, 16mm, 112˚ (ultrawide), AF","Laser AF, LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, OIS","20 MP, f/2.2, 90˚, 21mm (wide), 0.61µm Cover camera: 20 MP, f/2.2, 90˚, 21mm (wide), 0.61µm",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Si/C Li-Ion 5150 mAh,66W wired 50W wireless 5W reverse wired,,,"Cover display: LTPO OLED, 1B colors, 120Hz, Dolby Vision, 5000 nits (peak) 6.43 inches, 1060 x 2376 pixels, 402 ppi, nanocrystal glass 2.0",UFS 4.0,,
honor,https://www.gsmarena.com/honor_play_60_plus-13161.php,Honor Play 60 Plus,167 x 76.8 x 8.1 mm (6.57 x 3.02 x 0.32 in),197 g or 199 g (6.95 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz","6.77 inches, 110.2 cm 2 (~85.9% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)",,"Android 14, Magic OS 8",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,Unspecified,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6000 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,UFS 3.1,,
honor,https://www.gsmarena.com/honor_x7b_5g_(50_mp)-13154.php,Honor X7b 5G (50 MP),166.7 x 76.5 x 8.2 mm (6.56 x 3.01 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~87.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 13, Magic OS 7.2",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,256GB 8GB RAM,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 6000 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_magic_v_flip-13142.php,Honor Magic V Flip,Unfolded: 167.3 x 75.6 x 7.2 mm Folded: 86.5 x 75.6 x 14.9 mm,193 g (6.81 oz),Aluminum frame,Nano-SIM + Nano-SIM,,"Foldable LTPO OLED, 1B colors, 120Hz, HDR, Dolby Vision, BT.2020, 3000 nits (peak)","6.8 inches, 108.0 cm 2 (~85.4% screen-to-body ratio)","1080 x 2520 pixels, 21:9 ratio (~403 ppi density)",,"Android 14, MagicOS 8",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM, 1TB 16GB RAM",,"LED flash, HDR, panorama","4K, 1080p, gyro-EIS","50 MP, f/2.0, (wide), AF",,"4K, 1080p",Si/C Li-Ion 4800 mAh,"66W wired, 45% in 15 min 5W reverse wired","50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF",,"Cover display: LTPO OLED, 4 inch, 1200 x 1092 pixels, 405 ppi, 120Hz, HDR, Dolby Vision, 1600 nits (HBM)",,,
honor,https://www.gsmarena.com/honor_x6b-13143.php,Honor X6b 4G,163.6 x 75.3 x 8.4 mm (6.44 x 2.96 x 0.33 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz, 780 nits (peak)","6.56 inches, 103.4 cm 2 (~83.9% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 14, Magic OS 8",Mediatek Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,"35W wired, 31% in 20 min","50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_200_pro-13049.php,Honor 200 Pro,163.3 x 75.2 x 8.2 mm (6.43 x 2.96 x 0.32 in),199 g (7.02 oz),,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets) - INT IP55 dust protected and water resistant (low pressure water jets) - CN,"OLED, 1B colors, 120Hz, 3840Hz PWM, HDR, 4000 nits (peak)","6.78 inches, 111.5 cm 2 (~90.8% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,"Android 14, up to 4 major Android upgrades, MagicOS 8",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), 1/1.3"", 1.2µm, PDAF, OIS 50 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS",,HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Si/C Li-Ion 5200 mAh,"100W wired, 60% in 15 min, 100% in 41 min 66W wireless, 64% in 30 min 5W reverse wired Reverse wireless",,,,,"50 MP, f/2.1, (wide) 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_200-13050.php,Honor 200,161.5 x 74.6 x 7.7 mm (6.36 x 2.94 x 0.30 in),187 g (6.60 oz),,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, 3840Hz PWM, HDR, 4000 nits (peak)","6.7 inches, 108.5 cm 2 (~90.0% screen-to-body ratio)",1200 x 2664 pixels (~436 ppi density),,"Android 14, MagicOS 8",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510),Adreno 720,No,"256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 8GB RAM, 512GB 12GB RAM, 512GB 16GB RAM","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS","50 MP, f/2.1, (wide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Si/C Li-Ion 5200 mAh,"100W wired, 57% in 15 min 5W reverse wired",,,,,,
honor,https://www.gsmarena.com/honor_200_lite-12948.php,Honor 200 Lite,161.1 x 74.6 x 6.8 mm (6.34 x 2.94 x 0.27 in),166 g (5.86 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, 3240Hz PWM","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,"Android 14, MagicOS 8",Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM","108 MP, f/1.8, (wide), PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"50 MP, f/2.1, (wide)",LED flash,1080p@30fps,Li-Po 4500 mAh,35W wired,,,,,,
honor,https://www.gsmarena.com/honor_90_smart-12931.php,Honor 90 Smart,166.7 x 76.5 x 8.2 mm (6.56 x 3.01 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~87.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 13, Magic OS 7.2",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 4GB RAM, 256GB 4GB RAM, 256GB 6GB RAM","108 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5330 mAh,35W wired,,,,,,
honor,https://www.gsmarena.com/honor_x7b_5g-12913.php,Honor X7b 5G,166.7 x 76.5 x 8.2 mm (6.56 x 3.01 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~87.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 13, Magic OS 7.2",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,256GB 8GB RAM,"108 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 6000 mAh,35W wired,,,,,,
honor,https://www.gsmarena.com/honor_magic6_rsr_porsche_design-12873.php,Honor Magic6 RSR Porsche Design,162.5 x 75.8 x 8.9 mm (6.40 x 2.98 x 0.35 in),237 g (8.36 oz),"Glass front (NanoCrystal Shield), glass back (NanoCrystal Shield), titanium frame",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, Dolby Vision, HDR, 1800 nits (HBM), 5000 nits (peak)","6.8 inches, 112.8 cm 2 (~91.6% screen-to-body ratio)","1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density)",NanoCrystal Shield,"Android 14, MagicOS 8",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,1TB 24GB RAM,"50 MP, f/1.4-2.0, 23mm (wide), 1/1.3"", LiDAR AF, PDAF, OIS 180 MP, f/2.6, (periscope telephoto), 1/1.49"", 0.56µm, PDAF, OIS, 2.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", AF","Color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", AF TOF 3D, (depth/biometrics sensor)",,"4K@30fps, 1080p@30/60fps, gyro-EIS",Si/C Li-Ion 5600 mAh,80W wired 66W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_magic6_ultimate-12864.php,Honor Magic6 Ultimate,162.5 x 75.8 x 8.9 mm (6.40 x 2.98 x 0.35 in),227 g (8.01 oz),"Glass front, silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, Dolby Vision, HDR, 1600 nits (HBM), 5000 nits (peak)","6.8 inches, 112.8 cm 2 (~91.6% screen-to-body ratio)","1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density)",King Kong Rhinoceros,"Android 14, MagicOS 8",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-2.0, 23mm (wide), 1/1.3"", LiDAR AF, PDAF, OIS 180 MP, f/2.6, (periscope telephoto), 1/1.49"", PDAF, OIS, 2.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), AF","Color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, (ultrawide), AF TOF 3D, (depth/biometrics sensor)",,"4K@30fps, 1080p@30/60fps, gyro-EIS",Li-Po 5600 mAh,80W wired 66W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_watch_gs_4-12879.php,Honor Watch GS 4,45.9 x 45.9 x 10.5 mm (1.81 x 1.81 x 0.41 in),44 g (1.55 oz),"Glass front, plastic back, stainless steel frame 316L",No,50m water resistant 5 ATM Compatible with standard 22mm straps,AMOLED,1.43 inches,466 x 466 pixels (~326 ppi density),,Proprietary OS,,,,No,4GB 32MB RAM,,,,,,,Li-Po 451 mAh,,,,,,,
honor,https://www.gsmarena.com/honor_choice_watch-12832.php,Honor Choice Watch,49.7 x 39.9 x 10.2 mm (1.96 x 1.57 x 0.40 in),-,"Glass front, plastic back, plastic frame",No,5ATM water resistant,"AMOLED, 550 nits (peak)",1.95 inches,410 x 502 pixels (~332 ppi density),,Proprietary OS,,,,No,,,,,,,,300 mAh,,,,,,,
honor,https://www.gsmarena.com/honor_magic_v2_rsr_porsche_design-12789.php,Honor Magic V2 RSR Porsche Design,Unfolded: 156.7 x 145.4 x 4.7 mm or 4.8 mm Folded: 156.7 x 74 x 9.9 mm or 10.1 mm,234 g (8.25 oz),"Glass front, glass back, magnesium alloy frame, titanium alloy folding mechanism",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,Stylus support,"Foldable LTPO OLED, 1B colors, 120Hz, HDR10+, 1600 nits (peak)","7.92 inches, 201.6 cm 2 (~88.5% screen-to-body ratio)",2156 x 2344 pixels (~402 ppi density),,"Android 13, upgradable to Android 14, MagicOS 8",Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,1TB 16GB RAM,"50 MP, f/1.9, (wide), PDAF, OIS 20 MP, f/2.4, 62mm (telephoto), PDAF, 2.5x optical zoom, OIS 50 MP, f/2.0, 13mm (ultrawide), AF","Multi-zone Laser AF (8x8 dToF), color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+, OIS","16 MP, f/2.2, (wide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Si/C Li-Ion 5000 mAh,66W wired 5W reverse wired,,,"Cover display: LTPO OLED, 1B colors, 120Hz, HDR10+, 2500 nits 6.43 inches, 1060 x 2376 pixels, 402 ppi, nanocrystal glass 2.0",,,
honor,https://www.gsmarena.com/honor_magic6_pro-12786.php,Honor Magic6 Pro,162.5 x 75.8 x 8.9 mm (6.40 x 2.98 x 0.35 in),225 g or 229 g (7.94 oz),"Glass front (NanoCrystal Shield), glass back or silicone polymer back (eco leather)",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO OLED, 1B colors, 120Hz, Dolby Vision, HDR, 1600 nits (HBM), 5000 nits (peak)","6.8 inches, 112.8 cm 2 (~91.6% screen-to-body ratio)","1280 x 2800 pixels, 19.5:9 ratio (~453 ppi density)",NanoCrystal Shield,"Android 14, up to 4 major Android upgrades, MagicOS 8",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.4-2.0, 23mm (wide), 1/1.3"", 1.2µm, PDAF, OIS 180 MP, f/2.6, (periscope telephoto), 1/1.49"", 0.56µm, PDAF, OIS, 2.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, AF","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", 0.6µm, AF TOF 3D, (depth/biometrics sensor)",,"4K@30fps, 1080p@30/60fps, gyro-EIS",Si/C Li-Ion 5600 mAh,80W wired 66W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_magic6-12788.php,Honor Magic6,161.8 x 75.4 x 8.1 mm (6.37 x 2.97 x 0.32 in),199 g or 206 g (7.02 oz),"Glass front, glass back or silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,,"LTPO OLED, 1B colors, 120Hz, HDR, 1600 nits (HBM), 5000 nits (peak)","6.78 inches, 111.2 cm 2 (~91.2% screen-to-body ratio)",1264 x 2800 pixels (~453 ppi density),Jurhino glass,"Android 14, MagicOS 8",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","50 MP, f/1.9, (wide), 1/1.3"", PDAF, OIS 32 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", AF","Laser AF, color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, HDR, 10-bit video","50 MP, f/2.0, 22mm (wide), 1/2.93"", AF",,"4K@30fps, 1080p@30/60fps, gyro-EIS",Li-Po 5450 mAh,66W wired 50W wireless Reverse wireless 5W reverse wired,,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_x50_gt-12777.php,Honor X50 GT,163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 1B colors, 120Hz","6.78 inches, 112.6 cm 2 (~91.2% screen-to-body ratio)","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)",,"Android 13, MagicOS 7.2",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5800 mAh,35W wired 7.5W reverse wired,"108 MP, f/1.8, (wide), 1/1.67"", PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x50_pro-12763.php,Honor X50 Pro,163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz","6.78 inches, 112.6 cm 2 (~91.2% screen-to-body ratio)","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)",,Android 14,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,256GB 12GB RAM,,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5800 mAh,35W wired 7.5W reverse wired,"108 MP, f/1.8, (wide), 1/1.67"", PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_90_gt-12755.php,Honor 90 GT,161 x 74.2 x 7.9 mm (6.34 x 2.92 x 0.31 in),185 g (6.53 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR, 2600 nits (peak)","6.7 inches, 108.5 cm 2 (~90.8% screen-to-body ratio)",1200 x 2664 pixels (~436 ppi density),,"Android 13, MagicOS 7.2",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS","16 MP, f/2.4",HDR,"1080p@30fps, gyro-EIS",Li-Po 5000 mAh,"100W wired, 3-100% in 32 min 5W reverse wired","50 MP, f/2, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF",,,,,
honor,https://www.gsmarena.com/honor_pad_9-12756.php,Honor Pad 9,278.2 x 180.1 x 6.9 mm (10.95 x 7.09 x 0.27 in),555 g or 568 g (1.22 lb),"Glass front, aluminum frame, aluminum back",Yes (cellular model only),Stylus support,"IPS LCD, 1B colors, 120Hz, 500 nits (typ)","12.1 inches, 424.5 cm 2 (~84.7% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~249 ppi density)",Anti-glare glass,"Android 13, up to 1 major Android upgrades, Magic OS 7.2",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,microSDXC (cellular model only),"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,HDR,"4K@30fps, 1080p@30fps","8 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 8300 mAh,35W wired,,"13 MP, f/2.0, (wide), AF",,,,
honor,https://www.gsmarena.com/honor_x8b-12748.php,Honor X8b,161.1 x 74.6 x 6.8 mm (6.34 x 2.94 x 0.27 in),166 g (5.86 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, 1200 nits (HBM), 2000 nits (peak)","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,"Android 13, MagicOS 7.2",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,No,"128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"50 MP, f/2.1, (wide)",LED flash,1080p@30fps,Li-Po 4500 mAh,35W wired,,,,,,
