brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Triple,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Features,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Main Camera | Single,Display | ,Memory | ,Selfie camera | Dual,Main Camera | Quad
honor,https://www.gsmarena.com/honor_x7d_5g-14175.php,Honor X7d,166.9 x 76.8 x 8.2 mm (6.57 x 3.02 x 0.32 in),206 g (7.27 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"TFT LCD, 120Hz, 850 nits (HBM)","6.77 inches, 110.2 cm 2 (~86.0% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)",Scratch-resistant glass,"Android 15, Magic OS 9",Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm),Octa-core (2x2.3 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Adreno 619,No,"128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6500 mAh,35W wired 7.5W reverse wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_400_smart-14142.php,Honor 400 Smart 4G,166.9 x 76.8 x 8.2 mm (6.57 x 3.02 x 0.32 in),208 g (7.34 oz),,Nano-SIM + Nano-SIM,IP54 dust protected and water resistant (water splashes) Drop resistant up to 2m,"TFT LCD, 120Hz, 850 nits (HBM)","6.77 inches, 110.2 cm 2 (~86.0% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)",Mohs level 4,"Android 15, Magic OS 9",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,No,"128GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 6500 mAh,35W wired 5W reverse wired,"108 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_play10-14126.php,Honor Play10,167.7 x 77.7 x 8.6 mm (6.60 x 3.06 x 0.34 in),189 g (6.67 oz),,Nano-SIM + Nano-SIM,Dust protected and water resistant (water splashes),TFT LCD,"6.74 inches, 109.7 cm 2 (~84.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,Android 15 (Go edition),Mediatek Helio G81 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 MC2,microSDXC (uses shared SIM slot),"64GB 3GB RAM, 128GB 4GB RAM",,LED flash,1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5000 mAh,10W wired Reverse wired,,"13 MP, f/2.2, (wide), AF",,,,
honor,https://www.gsmarena.com/honor_x7d-14093.php,Honor X7d 4G,166.9 x 76.8 x 8.2 mm (6.57 x 3.02 x 0.32 in),208 g (7.34 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"TFT LCD, 120Hz","6.77 inches, 110.2 cm 2 (~86.0% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)","Tempered glass, Mohs level 4","Android 15, MagicOS 9",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,Unspecified,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 6500 mAh,35W wired,"108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_magic_v_flip_2_5g-14080.php,Honor Magic V Flip 2,Unfolded: 167.1 x 75.6 x 6.9 mm Folded: 86.2 x 75.6 x 15.5 mm,204 g (7.20 oz),Aluminum frame,Nano-SIM + Nano-SIM,IP58/IP59 dust protected and water resistant (high pressure water jets; immersible up to 1m for 30 min),"Foldable LTPO OLED, 1B colors, 120Hz, 4320Hz PWM, HDR, Dolby Vision, BT.2020, 5000 nits (peak)","6.82 inches, 108.8 cm 2 (~86.1% screen-to-body ratio)","1232 x 2868 pixels, 21:9 ratio (~458 ppi density)",,"Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 12GB RAM, 1TB 16GB RAM",,"LED flash, HDR, panorama","4K, 1080p, gyro-EIS","50 MP, f/2.0, (wide), AF",,"4K, 1080p",Si/C Li-Po 5500 mAh,"80W wired, 100% in 42 min 50W wireless 5W reverse wired Reverse wireless","200 MP, f/1.9, (wide), 1/1.3"", 0.6µm, multi-directional PDAF, OIS 50 MP, f/2.0, 120˚ (ultrawide), AF",,"Cover display: LTPO OLED, 4 inch, 1200 x 1092 pixels, 405 ppi, 120Hz, HDR, Dolby Vision, 3600 nits (peak), 3840Hz PWM",,,
honor,https://www.gsmarena.com/honor_x7c_5g-14065.php,Honor X7c,166.9 x 76.8 x 8.2 mm (6.57 x 3.02 x 0.32 in),193 g (6.81 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~86.8% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",Aluminosilicate glass,"Android 14, MagicOS 8",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,No,"256GB 4GB RAM, 256GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_play10c_5g-14060.php,Honor Play10C,164 x 75.6 x 8.4 mm (6.46 x 2.98 x 0.33 in),197 g (6.95 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz, 1010 nits (peak)","6.61 inches, 105.3 cm 2 (~84.9% screen-to-body ratio)","720 x 1604 pixels, 20:9 ratio (~266 ppi density)",,"Android 15, MagicOS 9",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6000 mAh,15W wired 2.5W reverse wired,,"13 MP, f/1.8, (wide)",,,,
honor,https://www.gsmarena.com/honor_400_smart_5g-14054.php,Honor 400 Smart,166.9 x 76.8 x 8.4 mm (6.57 x 3.02 x 0.33 in),189 g (6.67 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz, 700 nits (peak)","6.77 inches, 110.2 cm 2 (~86.0% screen-to-body ratio)","720 x 1610 pixels, 20:9 ratio (~261 ppi density)","Scratch-resistant glass, Mohs level 4","Android 15, Magic OS 9",Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm),Octa-core (2x2.3 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Adreno 619,No,"128GB 4GB RAM, 128GB 6GB RAM, 256GB 4GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6500 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_pad_x7-14026.php,Honor Pad X7,211.8 x 124.8 x 8 mm (8.34 x 4.91 x 0.31 in),365 g (12.87 oz),"Glass front, aluminum frame, aluminum back",No,,"IPS LCD, 90Hz, 500 nits (typ), 625 nits (HBM)","8.7 inches, 214.9 cm 2 (~81.3% screen-to-body ratio)","800 x 1340 pixels, 5:3 ratio (~179 ppi density)",,"Android 15, MagicOS 9",Qualcomm SM6225 Snapdragon 680 (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,128GB 4GB RAM,,HDR,1080p@30fps,"5 MP, f/2.2",,1080p@30fps,Li-Ion 7020 mAh,10W wired,,"8 MP, f/2.0, AF",,,,
honor,https://www.gsmarena.com/honor_x70_5g-13994.php,Honor X70,161.9 x 76.1 x 7.8 or 8.0 mm,193 g or 199 g (6.81 oz),,Nano-SIM + Nano-SIM,IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 6m) Drop resistant up to 2.5m,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR, 800 nits (typ), 1800 nits (HBM), 6000 nits (peak)","6.79 inches, 112.1 cm 2 (~90.9% screen-to-body ratio)",1200 x 2640 pixels (~427 ppi density),Aluminosilicate glass,"Android 15, upgradable to Android 16, MagicOS 10",Qualcomm Snapdragon 6 Gen 4 (4 nm),Octa-core (1x2.3 GHz Cortex-A720s & 3x2.2 GHz Cortex-A720s & 4x1.8 GHz Cortex-A520s),Adreno 810,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0, (wide)",,1080p@30fps,Si/C Li-Ion 8300 mAh,80W wired 80W wireless (512GB model only) Reverse wireless (512GB model only) 5W reverse wired,,"50 MP, f/1.9, (wide), PDAF, OIS",,,,
honor,https://www.gsmarena.com/honor_pad_gt2_pro-14015.php,Honor Pad GT2 Pro,277.8 x 190.9 x 6 mm (10.94 x 7.52 x 0.24 in),532 g (1.17 lb),,No,Honor Pencil 3 (15ms latency),"IPS LCD, 1B colors, 165Hz, HDR","12.5 inches, 491.7 cm 2 (~92.7% screen-to-body ratio)","3048 x 2032 pixels, 3:2 ratio (~285 ppi density)",,"Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",,LED flash,Yes,"8 MP, f/2.0, (wide)",,Yes,Si/C Li-Ion 10100 mAh,66W wired,,"13 MP, f/2.0, (wide), PDAF",,,,
honor,https://www.gsmarena.com/honor_magicpad_3-14016.php,honor_magicpad_3-14016.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,https://www.gsmarena.com/honor_magic_v5-13982.php,Honor Magic V5,Unfolded: 156.8 x 145.9 x 4.1 mm or 4.2 mm Folded: 156.8 x 74.3 x 8.8 mm or 9.0 mm,217 g or 222 g (7.65 oz),,· Nano-SIM + Nano-SIM + eSIM + eSIM (max 2 at a time) · Nano-SIM + Nano-SIM,IP58/IP59 dust protected and water resistant (high pressure water jets; immersible up to 1m for 30 min) Stylus support,"Foldable LTPO AMOLED, 1B colors, 120Hz, 5000 nits (peak)","7.95 inches, 203.2 cm 2 (~88.8% screen-to-body ratio)",2172 x 2352 pixels (~403 ppi density),"Honor Super Armored Inner Screen, Mohs level 4","Android 15, upgradable to Android 16, MagicOS 10, up to 7 major Android upgrades",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.6, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 13mm, 122˚ (ultrawide), AF","Laser AF, LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, OIS","20 MP, f/2.2, (wide) Cover camera: 20 MP, f/2.2, (wide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",· Si/C Li-Ion 5820 mAh - International model · Si/C Li-Ion 6100 mAh - China model,66W wired 50W wireless 5W reverse wired,,,"Cover display: LTPO OLED, 1B colors, 120Hz, 5000 nits (peak) 6.43 inches, 1060 x 2376 pixels, 404 ppi, Honor Anti-scratch NanoCrystal Shield",,,
honor,https://www.gsmarena.com/honor_x6c-13938.php,Honor X6c,164 x 75.6 x 8.4 mm (6.46 x 2.98 x 0.33 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) Drop resistant up to 1.5m,"TFT LCD, 120Hz, 1010 nits (peak)","6.61 inches, 105.3 cm 2 (~84.9% screen-to-body ratio)","720 x 1604 pixels, 20:9 ratio (~266 ppi density)",,"Android 15, Magic OS 9",Mediatek Helio G81 Ultra (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 MC2,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5300 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_400_pro_5g_(china)-13929.php,Honor 400 Pro (China),156.3 x 74.7 x 7.8 mm (6.15 x 2.94 x 0.31 in),204 g (7.20 oz),"Glass front, aluminum frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR Vivid, 5000 nits (peak)","6.55 inches, 105.4 cm 2 (~90.3% screen-to-body ratio)","1264 x 2736 pixels, 19.5:9 ratio (~460 ppi density)",Aluminosilicate glass,"Android 15, MagicOS 9",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","200 MP, f/1.9, (wide), 1/1.4"", PDAF, OIS 50 MP, f/2.4, (telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS","50 MP, f/2.0, (wide)",HDR,"4K, 1080p, gyro-EIS",Si/C Li-Ion 7200 mAh,"90W wired, 40% in 15 min 50W wireless, 28% in 15 min 5W reverse wired Reverse wireless",,,,,,
honor,https://www.gsmarena.com/honor_400_5g_(china)-13930.php,Honor 400 (China),156.3 x 74.7 x 7.8 mm (6.15 x 2.94 x 0.31 in),196 g (6.91 oz),"Glass front, aluminum frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR, 5000 nits (peak)","6.55 inches, 105.4 cm 2 (~90.3% screen-to-body ratio)","1264 x 2736 pixels, 19.5:9 ratio (~460 ppi density)",Aluminosilicate glass,"Android 15, MagicOS 9",Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,"LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS","50 MP, f/2.0, (wide)",HDR,"4K, 1080p, gyro-EIS",Si/C Li-Ion 7200 mAh,"80W wired, 39% in 15 min 5W reverse wired","200 MP, f/1.9, (wide), 1/1.4"", PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF",,,,,
honor,https://www.gsmarena.com/honor_400_pro_5g-13798.php,Honor 400 Pro,160.8 x 76.1 x 8.1 mm (6.33 x 3.00 x 0.32 in),205 g (7.23 oz),"Glass front, glass back, plastic frame",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) · Nano-SIM + eSIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR Vivid, 5000 nits (peak)","6.7 inches, 109.5 cm 2 (~89.5% screen-to-body ratio)","1280 x 2800 pixels, 19.5:9 ratio (~460 ppi density)",Mohs level 4,"Android 15, up to 6 major Android upgrades, MagicOS 10",Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 5x2.95 GHz Cortex-A720 & 2x2.0 GHz Cortex-A520),Adreno 750,No,"256GB 12GB RAM, 512GB 12GB RAM","200 MP, f/1.9, (wide), 1/1.4"", PDAF, OIS 50 MP, f/2.4, (telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS",,HDR,"4K, 1080p, gyro-EIS",Market-dependent versions: · Si/C Li-Ion 5300 mAh - Europe · Si/C Li-Ion 6000 mAh - ROW,"100W wired, 51% in 15 min, 100% in 39 min 50W wireless 5W reverse wired Reverse wireless",,,,,"50 MP, f/2.0, (wide) 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_400_5g-13799.php,Honor 400,156.5 x 74.6 x 7.3 mm (6.16 x 2.94 x 0.29 in),184 g (6.49 oz),"Glass front, plastic frame, plastic back",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) · Nano-SIM + eSIM,IP65 dust tight and water resistant (low pressure water jets) IP66 dust tight and water resistant (high pressure water jets) * market/region dependent availability,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR, 5000 nits (peak)","6.55 inches, 105.4 cm 2 (~90.3% screen-to-body ratio)","1264 x 2736 pixels, 19.5:9 ratio (~460 ppi density)",Mohs level 4,"Android 15, up to 6 major Android upgrades, MagicOS 10",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",,"LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS","50 MP, f/2.0, (wide), 0.64µm",HDR,"4K, 1080p, gyro-EIS",Market-dependent versions: · Si/C Li-Ion 5300 mAh - Europe · Si/C Li-Ion 6000 mAh - ROW,"66W wired (for 5300 mAh), 44% in 15 min, 100% in 46 min 80W wired (for 6000 mAh), 40% in 15 min 5W reverse wired","200 MP, f/1.9, (wide), 1/1.4"", 0.56µm, PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF",,,,,
honor,https://www.gsmarena.com/honor_pad_10-13897.php,Honor Pad 10,277.1 x 179.3 x 6.3 mm (10.91 x 7.06 x 0.25 in),525 g (1.16 lb),"Glass front, aluminum frame, aluminum back",Yes (cellular model only),Stylus support,"IPS LCD, 1B colors, 120Hz, HDR","12.1 inches, 424.5 cm 2 (~85.4% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~249 ppi density)",Mohs level 4,"Android 15, MagicOS 9",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,Unspecified,256GB 8GB RAM,,,Yes,"8 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 10100 mAh,35W wired,,"8 MP, f/2.0, (wide), AF",,,,
honor,https://www.gsmarena.com/honor_x70i_5g-13816.php,Honor X70i,161 x 74.6 x 7.3 mm (6.34 x 2.94 x 0.29 in),178.5 g (6.31 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 120Hz, 3500 nits (peak)","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,"Android 15, MagicOS 9",Mediatek Dimensity 7025 Ultra (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Si/C Li-Ion 6000 mAh,35W wired,,"108 MP, f/1.8, (wide), 1/1.67"", PDAF",,,,
honor,https://www.gsmarena.com/honor_gt_pro_5g-13810.php,Honor GT Pro,162.1 x 75.7 x 8.6 mm (6.38 x 2.98 x 0.34 in),212 g (7.48 oz),"Glass front (Giant rhino glass), aluminum frame, glass-fiber reinforced plastic back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 144Hz, 4320Hz PWM, HDR Vivid, 1600 nits (HBM), 6000 nits (peak)","6.78 inches, 107.9 cm 2 (~87.9% screen-to-body ratio)",1224 x 2800 pixels (~453 ppi density),Giant rhino glass,"Android 15, MagicOS 9",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.4, (telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 122˚ (ultrawide), AF","LED flash, HDR, panorama","4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR Vivid","50 MP, f/2.0, 22mm (wide)",HDR,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",Si/C Li-Ion 7200 mAh,90W wired 5W reverse wired,,,Ultra HDR image support,UFS 4.1,,
honor,https://www.gsmarena.com/honor_tablet_gt-13814.php,Honor Pad GT,259.1 x 176.1 x 6.1 mm (10.20 x 6.93 x 0.24 in),480 g (1.06 lb),,No,Honor Pencil 3 (15ms latency),"IPS LCD, 1B colors, 144Hz, HDR, 500 nits (typ)","11.5 inches, 391.6 cm 2 (~85.8% screen-to-body ratio)","2800 x 1840 pixels, 3:2 ratio (~291 ppi density)",,"Android 15, MagicOS 9",Mediatek Dimensity 8350 (4 nm),Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510),Mali G615-MC6,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,LED flash,"4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Si/C Li-Ion 10100 mAh,66W wired,,"13 MP, f/2.0, (wide), AF",,,,
honor,https://www.gsmarena.com/honor_x60_gt_5g-13807.php,Honor X60 GT,161 x 74.2 x 7.7 mm (6.34 x 2.92 x 0.30 in),193 g (6.81 oz),,Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 1B colors, 120Hz, HDR, 5000 nits (peak)","6.7 inches, 108.5 cm 2 (~90.8% screen-to-body ratio)",1200 x 2664 pixels (~436 ppi density),Aluminosilicate glass,"Android 15, MagicOS 9",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.2 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS, OIS","16 MP, f/2.5, (wide)",,"1080p@30fps, gyro-EIS",Si/C Li-Ion 6300 mAh,"80W wired, 47% in 15 min 5W reverse wired","50 MP, f/1.9, (wide), PDAF, OIS Auxiliary lens, AF",,,,,
honor,https://www.gsmarena.com/honor_power_5g-13794.php,Honor Power,163.7 x 76.7 x 8 mm (6.44 x 3.02 x 0.31 in),209 g (7.37 oz),,Nano-SIM + Nano-SIM,Manufacturer-rated water-resistant (up to 50cm for 1 min),"AMOLED, 1B colors, 120Hz, HDR, 4000 nits (peak)","6.78 inches, 111.5 cm 2 (~88.8% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),Scratch/drop-resistant glass,"Android 15, MagicOS 9",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)",,1080p@30fps,Si/C Li-Ion 8000 mAh,66W wired 5W reverse wired,"50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, PDAF, OIS 5 MP, (ultrawide)",,,,,
honor,https://www.gsmarena.com/honor_400_lite-13742.php,Honor 400 Lite,161 x 74.6 x 7.3 mm (6.34 x 2.94 x 0.29 in),171 g (6.03 oz),,Nano-SIM + Nano-SIM + eSIM (max 2 at a time),IP65 dust tight and water resistant (low pressure water jets),"AMOLED, 120Hz, 3840Hz PWM, 3500 nits (peak)","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Mohs level 4,"Android 15, up to 6 major Android upgrades, MagicOS 9",Mediatek Dimensity 7025 Ultra (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Li-Po 5230 mAh,35W wired,"108 MP, f/1.8, (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide)",,,,,
honor,https://www.gsmarena.com/honor_play_60_5g-13803.php,Honor Play 60,164 x 75.6 x 8.4 mm (6.46 x 2.98 x 0.33 in),197 g (6.95 oz),,Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"TFT LCD, 120Hz, 1010 nits (peak)","6.61 inches, 105.3 cm 2 (~84.9% screen-to-body ratio)","720 x 1604 pixels, 20:9 ratio (~266 ppi density)",,"Android 15, MagicOS 9",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6000 mAh,15W wired 2.5W reverse wired,,"13 MP, f/1.8, (wide)",,,,
