brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | ,Platform | OS,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Single,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Display | Protection,Platform | Chipset,Platform | CPU,Platform | GPU,Main Camera | Triple,Selfie camera | Features,Memory | Phonebook,Memory | Call records,Main Camera | Quad,Selfie camera | Dual,Battery | Stand-by,Battery | Talk time,Selfie camera | 
huawei,https://www.gsmarena.com/huawei_nova_5z-9922.php,Huawei nova 5z,156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178 g (6.28 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.26 inches, 96.2 cm 2 (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Nano Memory (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM",UFS 2.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 4000 mAh, non-removable",20W wired,,,Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,HDR,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, (ultrawide) 2 MP (macro) Auxiliary lens",,,,
huawei,https://www.gsmarena.com/huawei_enjoy_10s-9933.php,Huawei Enjoy 10s,157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163 g (5.75 oz),,Nano-SIM + Nano-SIM,,"OLED, 600 nits (typ)","6.3 inches, 95.8 cm 2 (~83.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Nano Memory (uses shared SIM slot),"64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0",1080p@30fps,"Li-Po 4000 mAh, non-removable",10W wired,,,Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) Auxiliary lens",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_enjoy_10-9905.php,Huawei Enjoy 10,159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"6.39 inches, 100.2 cm 2 (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,"Li-Po 4000 mAh, non-removable",10W wired,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF Auxiliary lens",,Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_30_rs_porsche_design-9887.php,Huawei Mate 30 RS Porsche Design,158.1 x 73.1 x 9.3 mm (6.22 x 2.88 x 0.37 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), leather/glass back, aluminum frame",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"OLED, HDR10","6.53 inches, 108.7 cm 2 (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)",,"Android 10, EMUI 10, no Google Play Services",Nano Memory (uses shared SIM slot),512GB 12GB RAM,UFS 3.0,,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm TOF 3D, (depth/biometrics sensor)",1080p@30fps,"Li-Po 4500 mAh, non-removable",40W wired 27W wireless Reverse wireless,,Corning Gorilla Glass 6,Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_30_pro_5g-9880.php,Huawei Mate 30 Pro 5G,158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"OLED, HDR10","6.53 inches, 108.7 cm 2 (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)",,"Android 10, EMUI 10, no Google Play Services",Nano Memory (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",UFS 3.0,,"Leica optics, color spectrum sensor, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm TOF 3D, (depth/biometrics sensor)",1080p@30fps,"Li-Po 4500 mAh, non-removable",40W wired 27W wireless Reverse wireless,,Corning Gorilla Glass 6,Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_30_pro-9885.php,Huawei Mate 30 Pro,158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"OLED, HDR10","6.53 inches, 108.7 cm 2 (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)",,"Android 10, EMUI 11, no Google Play Services",Nano Memory (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.0,,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm TOF 3D, (depth/biometrics sensor)",1080p@30fps,"Li-Po 4500 mAh, non-removable",40W wired 27W wireless Reverse wireless,,Corning Gorilla Glass 6,Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)","HDR, panorama",,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_30_5g-9881.php,Huawei Mate 30 5G,160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196 g (6.91 oz),"Glass front, glass back, aluminum frame",Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"OLED, HDR10","6.62 inches, 107.6 cm 2 (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)",,"Android 10, EMUI 10, no Google Play Services",Nano Memory (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 3.0,,"Laser AF, Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm TOF 3D, (depth/biometrics sensor)",1080p@30fps,"Li-Po 4200 mAh, non-removable",40W wired 27W wireless Reverse wireless,,,Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,"40 MP, f/1.8, 27mm (wide), 1/1.54"", PDAF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide)",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_30-9886.php,Huawei Mate 30,160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196 g (6.91 oz),"Glass front, glass back, aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"OLED, HDR10","6.62 inches, 107.6 cm 2 (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)",,"Android 10, EMUI 10, no Google Play Services",Nano Memory (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM",UFS 3.0,,"Laser AF, Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm TOF 3D, (depth/biometrics sensor)",1080p@30fps,"Li-Po 4200 mAh, non-removable",40W wired 27W wireless Reverse wireless,,,Kirin 990 (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,"40 MP, f/1.8, 27mm (wide), 1/1.54"", PDAF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide)",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_watch_gt_2-9888.php,Huawei Watch GT 2,45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in),41 g (1.45 oz),"Glass front, ceramic back, stainless steel frame",No,"50m water resistant Compatible with standard 22mm straps (46mm model), 20mm straps (42mm model)",OLED,1.39 inches,454 x 454 pixels (~326 ppi density),,Proprietary OS,No,4GB 32MB RAM,eMMC,,,,,,"Li-Ion 455 mAh, non-removable",,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_5i_pro-9765.php,Huawei nova 5i Pro,156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178 g (6.28 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.26 inches, 96.2 cm 2 (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Nano Memory (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 4000 mAh, non-removable",20W wired,,,Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,HDR,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, (ultrawide) 2 MP (macro) Auxiliary lens",,,,
huawei,https://www.gsmarena.com/huawei_enjoy_10_plus-9830.php,Huawei Enjoy 10 Plus,163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),163.5 g (5.78 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"6.59 inches, 106.6 cm 2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.1,,"LED flash, HDR, panorama",1080p@30fps,"Motorized pop-up 16 MP, f/2.2",1080p@30fps,"Li-Po 4000 mAh, non-removable",10W wired,,,Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 13mm (ultrawide) Auxiliary lens",,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_5t-9803.php,Huawei nova 5T,154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in),174 g (6.14 oz),"Glass front, glass back, aluminum frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.26 inches, 96.2 cm 2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, EMUI 10",No,"128GB 6GB RAM, 128GB 8GB RAM",UFS 2.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","1080p@30fps, gyro-EIS","Li-Po 3750 mAh, non-removable","22.5W wired, 50% in 24 min",,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,HDR,,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF 16 MP, f/2.2, 13mm (ultrawide), 1/3.1"" 2 MP (macro) Auxiliary lens",,,,
huawei,https://www.gsmarena.com/huawei_mediapad_m6_10_8-9748.php,Huawei MediaPad M6 10.8,257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in),498 g (1.10 lb),,Nano-SIM (cellular model only),Stylus support,IPS LCD,"10.8 inches, 338.2 cm 2 (~77.4% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 6GB RAM",UFS 2.1,"13 MP, PDAF","LED flash, HDR, panorama",1080p@30fps,8 MP,1080p@30fps,"Li-Po 7500 mAh, non-removable",,,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mediapad_m6_turbo_8_4-9823.php,Huawei MediaPad M6 Turbo 8.4,206.4 x 125.2 x 8.2 mm (8.13 x 4.93 x 0.32 in),340 g (11.99 oz),,Nano-SIM (cellular model only),,IPS LCD,"8.4 inches, 204.6 cm 2 (~79.2% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",microSDXC (dedicated slot),128GB 6GB RAM,UFS 2.1,"13 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,"Li-Po 6100 mAh, non-removable",,,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mediapad_m6_8_4-9747.php,Huawei MediaPad M6 8.4,206.4 x 125.2 x 7.4 mm (8.13 x 4.93 x 0.29 in),320 g (11.29 oz),,Nano-SIM (cellular model only),,IPS LCD,"8.4 inches, 204.6 cm 2 (~79.2% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",UFS 2.1,"13 MP, PDAF","LED flash, HDR, panorama",1080p@30fps,8 MP,1080p@30fps,"Li-Po 6100 mAh, non-removable",,,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_nova_5_pro-9746.php,Huawei nova 5 Pro,157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in),171 g (6.03 oz),"Glass front, glass back, aluminum frame",Nano-SIM + Nano-SIM,,OLED,"6.39 inches, 100.2 cm 2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Nano Memory (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 3500 mAh, non-removable","40W wired, 85% in 30 min",,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,,HDR,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 16 MP, f/2.2, (wide) 2 MP (macro) Auxiliary lens",,,,
huawei,https://www.gsmarena.com/huawei_nova_5-9728.php,Huawei nova 5,157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in),171 g (6.03 oz),"Glass front, glass back, aluminum frame",Nano-SIM + Nano-SIM,,OLED,"6.39 inches, 100.2 cm 2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Nano Memory (uses shared SIM slot),128GB 8GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 3500 mAh, non-removable","40W wired, 85% in 30 min",,,Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,,HDR,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 16 MP, f/2.2, (wide) 2 MP (macro) Auxiliary lens",,,,
huawei,https://www.gsmarena.com/huawei_nova_5i-9727.php,Huawei nova 5i,159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in),178 g (6.28 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"6.4 inches, 101.4 cm 2 (~84.0% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),,"Android 9.0 (Pie), EMUI 9.1",microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",1080p@30fps,"Li-Po 4000 mAh, non-removable",10W wired,,,Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,HDR,,,"24 MP, f/1.8, 27mm (wide), PDAF 8 MP, (ultrawide) 2 MP (macro) Auxiliary lens",,,,
huawei,https://www.gsmarena.com/huawei_y9_prime_(2019)-9742.php,Huawei Y9 Prime (2019),163.5 x 77.3 x 8.9 mm (6.44 x 3.04 x 0.35 in),196.8 g (6.95 oz),"Glass front, plastic back",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"6.59 inches, 106.6 cm 2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, Magic UI 2.1",microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC,,"LED flash, HDR, panorama",1080p@30fps,"Motorized pop-up 16 MP, f/2.0",1080p@30fps,"Li-Po 4000 mAh, non-removable",,,,Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"16 MP, f/1.8, (wide), PDAF 8 MP, f/2.4, 13mm (ultrawide) Auxiliary lens",,,,,,,,
huawei,https://www.gsmarena.com/huawei_p20_lite_(2019)-9703.php,huawei_p20_lite_(2019)-9703.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_p_smart_z-9694.php,Huawei P Smart Z,163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),196.8 g (6.95 oz),"Glass front, plastic back, plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"6.59 inches, 106.6 cm 2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, EMUI 12",microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"Motorized pop-up 16 MP, f/2.0",1080p@30fps,"Li-Po 4000 mAh, non-removable",,"16 MP, f/1.8, PDAF Auxiliary lens",,Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,,,,,,,,,
huawei,https://www.gsmarena.com/huawei_mate_20_x_(5g)-9705.php,Huawei Mate 20 X (5G),174.6 x 85.4 x 8.4 mm (6.87 x 3.36 x 0.33 in),233 g (8.22 oz),"Glass front (Gorilla Glass), glass back, aluminum frame",Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays) Stylus support,"OLED, HDR10","7.2 inches, 130.7 cm 2 (~87.6% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Nano Memory (uses shared SIM slot),"128GB 6GB RAM, 256GB 8GB RAM",UFS 2.1,,"Laser AF, Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",1080p@30fps,"Li-Po 4200 mAh, non-removable",40W wired,,Corning Gorilla Glass (unspecified version),Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", 1.12µm, PDAF, OIS, 3x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", AF",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_p30_pro-9635.php,Huawei P30 Pro,158 x 73.4 x 8.4 mm (6.22 x 2.89 x 0.33 in),192 g (6.77 oz),"Glass front (Aluminosilicate glass), glass back (Aluminosilicate glass), aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 2m for 30 min),"OLED, HDR10","6.47 inches, 102.8 cm 2 (~88.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, EMUI 12",Nano Memory (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",UFS 2.1,,"Leica optics, color spectrum sensor, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 4200 mAh, non-removable","40W wired, 70% in 30 min 15W wireless 2.5W reverse wireless",,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/3.4, 125mm (periscope telephoto), 1/4.0"", PDAF, OIS, 5x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF TOF 3D, (depth)",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_p30-9530.php,Huawei P30,149.1 x 71.4 x 7.6 mm (5.87 x 2.81 x 0.30 in),165 g (5.82 oz),"Glass front (Aluminosilicate glass), glass back (Aluminosilicate glass), aluminum frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"OLED, HDR10","6.1 inches, 91.3 cm 2 (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, EMUI 10",Nano Memory (uses shared SIM slot),"64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.1,,"Laser AF, color spectrum sensor, Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 3650 mAh, non-removable",22.5W wired,,,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide), PDAF",HDR,,,,,,,
huawei,https://www.gsmarena.com/huawei_p30_lite-9545.php,Huawei P30 lite,152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in),159 g (5.61 oz),"Glass front, glass back, plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,,IPS LCD,"6.15 inches, 93.6 cm 2 (~84.2% screen-to-body ratio)","1080 x 2312 pixels, 19.3:9 ratio (~415 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, EMUI 10.0",microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 6GB RAM",eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps (gyro-EIS),"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm or 32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Li-Po 3340 mAh, non-removable",18W wired,,,Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, 17mm (ultrawide) Auxiliary lens or 24 MP, f/1.8, (wide), PDAF 8 MP, 17mm (ultrawide) Auxiliary lens",Panorama,,,,,,,
